,Time [Sec],Li7,Na23,Mg24,Al27,Si29,P31,K39,Ca43,Ca44,Ti47,Mn55,Fe57,Cu65,Ga71,Sr88,Y89,Ba138,Ce140,Pb208,Dist from rim,Na2O,MgO,Al2O3,SiO2,P2O5,K2O,CaO,TiO2,MnO,FeO,SrO,Si,Ti,Al,Fe,Mg,Ca,Na,K,Sr,An
1551,,11.63,36911.67,175.05,143110.35,255501.68,67.91,1220.82,101707.76,86749.96,50.07,114.03,2673.16,3.43,21.98,949.72,0.13,168.93,5.15,1.88,272.78,5.0,0.03,27.18,54.94,0.02,0.15,12.2,0.01,0.01,0.35,0.11,2.49,0.0,1.452,0.013,0.002,0.592,0.439,0.009,0.003,57.0
1552,,9.68,34038.0,175.05,166136.7,265841.02,54.91,1149.47,103661.46,88210.81,54.28,138.68,3018.41,5.82,22.95,874.32,0.15,174.67,4.01,1.75,273.35,4.33,0.03,29.64,53.71,0.01,0.13,11.66,0.01,0.02,0.37,0.1,2.439,0.0,1.586,0.014,0.002,0.567,0.381,0.008,0.003,59.0
1553,,12.22,38819.59,155.76,149788.64,248971.04,40.93,1456.96,82921.68,89998.22,69.02,130.69,3083.16,5.5,23.92,857.54,0.25,174.92,5.42,2.06,273.93,5.23,0.03,28.27,53.2,0.01,0.18,12.58,0.01,0.02,0.4,0.1,2.4,0.0,1.503,0.015,0.002,0.608,0.458,0.01,0.003,57.0
1554,,11.63,37850.99,161.96,166386.35,272791.69,39.93,1430.25,82677.92,90740.1,37.43,113.33,2802.6,4.86,21.33,931.22,0.18,184.0,5.75,2.19,274.51,4.71,0.02,29.03,53.89,0.01,0.16,11.72,0.01,0.01,0.33,0.1,2.441,0.0,1.55,0.013,0.001,0.569,0.414,0.009,0.003,57.0
1555,,9.88,33884.83,161.27,170339.62,269064.54,40.93,1458.13,84384.34,85541.17,54.28,103.62,3104.75,4.39,23.6,872.2,0.37,168.33,5.08,2.28,275.08,4.27,0.02,30.07,53.79,0.01,0.16,11.18,0.01,0.01,0.37,0.09,2.443,0.0,1.61,0.014,0.001,0.544,0.376,0.009,0.002,59.0
1556,,12.41,41270.46,139.24,170723.28,242723.81,36.93,1416.34,82921.68,84446.96,50.07,112.29,3407.04,4.7,20.03,875.56,0.34,164.91,4.88,2.15,275.66,5.44,0.02,31.52,50.75,0.01,0.17,11.55,0.01,0.01,0.43,0.1,2.276,0.0,1.666,0.016,0.001,0.555,0.473,0.01,0.003,53.0
1557,,10.27,38355.79,166.09,161423.34,267771.89,42.93,1757.38,78047.6,93404.01,43.75,126.87,2781.03,5.34,22.3,918.79,0.11,178.26,5.28,1.61,276.23,4.84,0.03,28.57,53.66,0.01,0.2,12.24,0.01,0.02,0.34,0.1,2.428,0.0,1.524,0.013,0.002,0.594,0.425,0.012,0.003,58.0
1558,,12.02,39091.06,166.78,172309.86,277454.67,40.93,1363.87,75124.23,90476.57,39.54,174.49,2867.34,5.02,20.84,894.32,0.23,184.0,6.02,2.28,276.81,4.77,0.03,29.45,53.69,0.01,0.15,11.45,0.01,0.02,0.33,0.09,2.43,0.0,1.571,0.012,0.002,0.555,0.419,0.009,0.002,56.0
1559,,12.02,37789.49,198.48,179331.82,254839.05,48.92,1240.33,80484.36,90273.2,83.77,136.6,2694.73,4.07,21.49,880.52,0.08,183.14,6.69,2.54,277.38,4.77,0.03,31.73,51.05,0.01,0.14,11.83,0.01,0.02,0.32,0.1,2.301,0.0,1.686,0.012,0.002,0.571,0.417,0.008,0.003,57.0
1560,,11.05,45454.62,155.76,161065.48,266104.03,48.92,1480.34,81459.22,86136.97,41.64,119.58,2910.5,5.18,24.41,944.56,0.13,175.35,5.75,1.88,277.96,5.77,0.02,28.64,53.57,0.01,0.17,11.34,0.01,0.01,0.35,0.1,2.407,0.0,1.517,0.013,0.001,0.546,0.503,0.01,0.003,52.0
1561,,12.02,43366.97,170.91,173440.06,301303.87,40.93,1589.21,94872.62,85776.05,77.45,118.19,3342.25,6.45,23.43,906.55,0.27,167.99,6.16,2.63,278.53,5.05,0.02,28.28,55.63,0.01,0.17,10.36,0.01,0.01,0.37,0.09,2.518,0.0,1.509,0.014,0.001,0.502,0.443,0.01,0.002,53.0
1562,,12.22,42009.2,157.83,155369.57,260713.15,44.92,1562.49,82677.92,95695.56,69.02,106.04,3104.75,7.24,25.86,948.29,0.11,174.58,4.21,1.66,279.11,5.4,0.02,27.97,53.15,0.01,0.18,12.76,0.01,0.01,0.38,0.1,2.396,0.0,1.486,0.014,0.001,0.616,0.472,0.01,0.003,56.0
1563,,11.24,42903.57,161.96,162095.79,262368.74,26.94,1375.88,95360.7,86139.83,37.43,125.83,2888.92,7.09,23.27,932.29,0.34,184.6,5.95,2.19,279.68,5.49,0.03,29.09,53.31,0.01,0.16,11.45,0.01,0.02,0.35,0.1,2.399,0.0,1.543,0.013,0.002,0.552,0.479,0.009,0.003,53.0
1564,,12.02,41264.94,164.71,172976.63,266858.44,40.93,1467.3,83896.76,78156.68,43.75,117.15,3191.1,6.13,21.33,878.57,0.2,190.09,6.16,1.84,280.26,5.2,0.03,30.54,53.35,0.01,0.17,10.22,0.01,0.01,0.38,0.09,2.403,0.0,1.621,0.014,0.002,0.493,0.454,0.01,0.002,52.0
1565,,12.61,40626.04,185.39,167212.38,268473.24,40.93,1526.97,86091.02,90273.2,75.34,104.66,2910.5,5.02,25.54,941.18,0.13,175.35,5.82,2.41,280.84,5.08,0.03,29.29,53.24,0.01,0.17,11.71,0.01,0.01,0.35,0.1,2.403,0.0,1.558,0.013,0.002,0.566,0.445,0.01,0.003,55.0
1566,,11.83,41479.82,183.32,176216.11,285702.1,57.91,1515.3,90968.79,84762.04,60.6,112.64,3018.41,7.72,24.89,887.06,0.39,175.01,5.95,2.06,281.41,4.97,0.03,29.57,54.28,0.01,0.16,10.53,0.01,0.01,0.34,0.09,2.453,0.0,1.575,0.013,0.002,0.51,0.435,0.009,0.002,53.0
1567,,13.39,43888.32,179.18,158371.48,270004.5,53.92,1572.63,86334.86,89903.69,73.24,116.11,3018.41,5.5,24.89,876.09,0.32,195.57,6.02,2.23,281.99,5.53,0.03,27.98,54.02,0.01,0.18,11.76,0.01,0.01,0.36,0.09,2.434,0.0,1.486,0.014,0.002,0.568,0.483,0.01,0.002,54.0
1568,,7.93,40613.98,153.01,173156.21,267345.74,26.94,1494.52,94628.58,80806.27,69.02,119.23,2090.98,5.34,23.76,868.84,0.25,190.43,5.69,2.19,282.56,5.1,0.02,30.49,53.3,0.01,0.17,10.54,0.01,0.01,0.25,0.09,2.402,0.0,1.62,0.009,0.001,0.509,0.446,0.01,0.002,53.0
1569,,9.1,38741.95,145.43,160725.74,260337.98,46.92,1580.1,90236.99,90152.9,39.54,117.85,2975.24,4.55,34.44,854.36,0.23,181.86,6.02,2.28,283.14,4.99,0.02,29.03,53.23,0.01,0.18,12.06,0.01,0.01,0.37,0.09,2.405,0.0,1.546,0.014,0.001,0.584,0.437,0.01,0.002,57.0
1570,,16.12,39318.2,157.14,177450.33,262509.45,41.93,1609.85,71958.15,85707.31,62.7,122.01,3493.44,5.18,24.57,898.93,0.3,185.03,4.68,2.28,283.71,4.92,0.02,31.11,52.1,0.01,0.18,11.13,0.01,0.01,0.42,0.1,2.349,0.0,1.653,0.016,0.001,0.538,0.43,0.01,0.003,55.0
1571,,12.61,40486.22,174.36,159667.72,282957.71,36.93,1662.49,84871.94,85861.99,83.77,122.01,2802.6,5.97,29.59,904.25,0.2,186.06,6.09,2.81,284.29,5.01,0.03,27.7,55.58,0.01,0.18,11.03,0.01,0.01,0.33,0.1,2.518,0.0,1.479,0.013,0.002,0.535,0.44,0.01,0.003,54.0
1572,,11.63,44568.77,203.31,173837.16,280982.0,36.93,1304.3,85115.73,82493.42,64.81,114.72,3320.66,5.82,25.86,926.78,0.2,181.77,6.76,1.79,284.86,5.4,0.03,29.52,54.02,0.01,0.14,10.37,0.01,0.01,0.38,0.1,2.433,0.0,1.567,0.014,0.002,0.501,0.472,0.008,0.003,51.0
1573,,10.85,44669.7,168.85,177543.27,252559.54,50.92,1287.96,89505.23,89680.26,62.7,119.93,2457.47,4.39,25.7,848.18,0.23,183.57,5.75,2.37,285.44,5.64,0.03,31.42,50.6,0.01,0.15,11.75,0.01,0.01,0.3,0.09,2.265,0.0,1.658,0.011,0.002,0.564,0.489,0.009,0.002,53.0
1574,,14.37,45076.57,181.25,168545.66,275721.6,54.91,1223.18,89993.06,83298.32,58.49,122.36,3169.51,5.5,25.7,960.93,0.06,189.06,6.22,1.75,286.02,5.56,0.03,29.14,53.97,0.01,0.13,10.66,0.01,0.01,0.37,0.1,2.429,0.0,1.546,0.014,0.002,0.514,0.485,0.007,0.003,51.0
1575,,12.61,42493.1,170.91,156117.84,247743.62,57.91,1634.67,83165.44,84890.95,75.34,113.68,3191.1,5.66,23.92,875.56,0.32,183.83,7.29,2.15,286.59,5.68,0.03,29.24,52.54,0.01,0.2,11.77,0.01,0.01,0.41,0.1,2.36,0.0,1.548,0.015,0.002,0.566,0.495,0.011,0.003,53.0
1576,,10.27,39694.28,153.01,164961.59,279043.01,26.94,1793.23,78534.9,89055.82,85.88,123.75,3147.93,4.07,25.21,928.38,0.23,191.54,5.89,1.84,287.17,4.89,0.02,28.47,54.53,0.01,0.2,11.38,0.01,0.01,0.37,0.1,2.469,0.0,1.519,0.014,0.001,0.552,0.429,0.012,0.003,56.0
1577,,10.66,41007.57,167.47,168619.86,278005.19,52.92,1601.45,95116.65,86961.92,52.17,106.74,2932.08,4.86,23.76,884.59,0.34,191.8,6.62,1.66,287.74,5.04,0.03,29.03,54.18,0.01,0.18,11.09,0.01,0.01,0.34,0.09,2.448,0.0,1.546,0.013,0.002,0.537,0.441,0.01,0.002,54.0
1578,,11.24,42910.59,172.29,166146.49,260753.93,32.94,1706.65,81946.68,91201.28,54.28,114.72,2845.76,6.61,23.11,848.71,0.2,200.03,6.42,2.37,288.32,5.43,0.03,29.49,52.4,0.01,0.19,11.99,0.01,0.01,0.34,0.09,2.357,0.0,1.563,0.013,0.002,0.578,0.474,0.011,0.002,54.0
1579,,12.61,41984.48,220.56,162506.43,262552.26,63.91,1393.42,81459.22,90018.27,66.92,92.86,3968.84,6.77,24.89,912.05,0.32,187.86,7.03,2.01,288.89,5.34,0.03,28.97,53.0,0.01,0.16,11.88,0.01,0.01,0.48,0.1,2.389,0.0,1.539,0.018,0.002,0.574,0.467,0.009,0.003,55.0
1580,,11.24,40970.72,172.29,164935.7,268165.39,44.92,1558.82,86578.7,90021.13,85.88,115.07,2759.45,7.24,26.83,875.56,0.32,197.55,6.42,2.37,289.47,5.14,0.03,29.03,53.43,0.01,0.17,11.73,0.01,0.01,0.33,0.09,2.412,0.0,1.544,0.012,0.002,0.567,0.45,0.01,0.002,55.0
1581,,10.46,39875.3,163.34,164409.88,285934.53,28.94,1348.69,91700.64,85793.24,92.2,113.68,3320.66,5.97,27.97,878.04,0.08,180.75,7.03,2.72,290.04,4.87,0.02,28.15,55.42,0.01,0.15,10.88,0.01,0.01,0.39,0.09,2.512,0.0,1.504,0.015,0.001,0.528,0.428,0.009,0.002,55.0
1582,,13.0,42162.24,184.7,168402.78,279236.69,26.94,1508.59,86334.86,84097.5,54.28,116.46,2500.6,5.34,29.26,925.72,0.32,197.2,5.95,1.92,290.62,5.18,0.03,29.01,54.47,0.01,0.17,10.73,0.01,0.01,0.29,0.1,2.459,0.0,1.543,0.011,0.002,0.519,0.453,0.01,0.003,53.0
1583,,12.22,41841.6,153.01,170785.2,264303.67,49.92,1282.25,85359.55,81261.72,87.98,107.43,2802.6,4.7,26.67,850.47,0.44,189.23,7.76,1.7,291.19,5.3,0.02,30.3,53.09,0.01,0.15,10.68,0.01,0.01,0.34,0.09,2.39,0.0,1.607,0.013,0.001,0.515,0.463,0.009,0.002,52.0
1584,,12.81,37215.01,159.2,159031.21,285769.38,50.92,1386.05,84871.94,76544.01,69.02,119.93,2414.34,5.66,27.48,857.71,0.27,181.17,6.76,1.88,291.77,4.66,0.02,27.94,56.84,0.01,0.16,9.96,0.01,0.01,0.29,0.09,2.583,0.0,1.497,0.011,0.001,0.485,0.411,0.009,0.002,54.0
1585,,12.41,41563.93,148.88,152445.04,264246.59,47.92,1541.55,74880.65,82499.15,58.49,101.53,3320.66,6.61,19.71,847.47,0.08,188.54,5.42,2.54,292.35,5.43,0.02,27.9,54.75,0.01,0.18,11.18,0.01,0.01,0.41,0.09,2.471,0.0,1.484,0.015,0.001,0.541,0.475,0.01,0.002,53.0
1586,,11.63,39468.37,157.83,151431.48,246030.93,39.93,1446.89,84871.94,76558.33,71.13,110.21,2781.03,5.5,28.29,818.4,0.18,171.67,7.09,1.88,292.92,5.43,0.03,29.21,53.73,0.01,0.18,10.93,0.01,0.01,0.37,0.1,2.419,0.0,1.55,0.014,0.002,0.527,0.474,0.01,0.003,52.0
1587,,11.05,48738.29,157.83,164621.83,287117.08,45.92,1710.38,86091.02,84255.04,73.24,124.79,2500.6,6.13,22.46,897.69,0.23,197.03,5.69,2.54,293.5,5.89,0.02,27.88,55.05,0.01,0.18,10.57,0.01,0.01,0.29,0.09,2.475,0.0,1.477,0.011,0.001,0.509,0.513,0.01,0.002,49.0
1588,,10.66,41490.03,165.4,164471.09,242523.99,41.93,1721.42,83165.44,84234.99,58.49,116.11,3039.99,5.66,24.41,908.68,0.23,187.09,7.16,2.9,294.07,5.53,0.03,30.74,51.32,0.01,0.21,11.66,0.01,0.01,0.39,0.1,2.302,0.0,1.625,0.015,0.002,0.56,0.481,0.012,0.003,53.0
1589,,12.22,39468.1,138.55,164892.43,267023.58,33.93,1380.88,72445.17,92908.47,60.6,120.62,2759.45,3.43,21.49,931.4,0.23,192.32,7.03,2.85,294.65,4.96,0.02,29.04,53.25,0.01,0.16,12.12,0.01,0.01,0.33,0.1,2.406,0.0,1.547,0.012,0.001,0.587,0.435,0.009,0.003,57.0
1590,,11.44,38857.73,184.7,160932.39,259359.32,53.92,1455.03,79022.24,81473.68,47.96,115.76,3169.51,4.7,24.73,908.5,0.25,191.63,5.95,2.01,295.22,5.07,0.03,29.44,53.72,0.01,0.17,11.04,0.01,0.01,0.39,0.1,2.426,0.0,1.567,0.015,0.002,0.534,0.444,0.01,0.003,54.0
1591,,10.85,41086.71,157.83,163571.78,257616.04,33.93,1332.18,84384.34,87589.23,71.13,109.52,2522.17,5.82,18.58,939.04,0.3,174.41,5.75,2.06,295.8,5.3,0.03,29.59,52.76,0.01,0.15,11.73,0.01,0.01,0.31,0.1,2.376,0.0,1.57,0.012,0.002,0.566,0.463,0.009,0.003,55.0
1592,,12.81,38190.29,168.16,154161.97,251138.42,28.94,1472.77,88041.86,83321.24,37.43,119.23,3191.1,5.66,27.0,919.33,0.2,187.69,5.42,1.97,296.37,5.13,0.03,29.01,53.51,0.01,0.18,11.61,0.01,0.02,0.41,0.11,2.415,0.0,1.543,0.015,0.002,0.561,0.449,0.01,0.003,55.0
1593,,9.88,39511.21,143.37,164114.24,276816.5,46.92,1769.15,83165.44,94675.83,73.24,111.94,2845.76,5.5,27.32,985.36,0.23,191.71,5.42,1.92,296.95,4.86,0.02,28.3,54.05,0.01,0.19,12.09,0.01,0.01,0.33,0.1,2.448,0.0,1.511,0.012,0.001,0.587,0.427,0.011,0.003,57.0
1594,,10.27,41684.0,175.05,163849.04,279163.27,25.94,1468.24,82677.92,83243.9,62.7,98.07,2781.03,4.7,21.33,879.98,0.15,204.32,6.62,1.88,297.52,5.17,0.03,28.5,54.97,0.01,0.16,10.72,0.01,0.01,0.33,0.09,2.484,0.0,1.518,0.012,0.002,0.519,0.453,0.009,0.002,53.0
1595,,12.02,40865.57,170.22,153631.04,260444.01,52.92,1252.1,85359.55,89511.26,56.39,123.05,2759.45,5.18,23.27,874.32,0.25,199.43,8.1,2.06,298.1,5.32,0.03,28.06,53.86,0.01,0.15,12.11,0.01,0.02,0.34,0.1,2.43,0.0,1.492,0.013,0.002,0.585,0.465,0.009,0.003,55.0
1596,,11.24,42224.62,174.36,171829.23,257779.15,58.91,1746.67,83896.76,83077.76,92.2,116.46,3299.06,5.02,27.32,889.9,0.23,195.75,5.35,2.19,298.68,5.38,0.03,30.7,52.15,0.01,0.2,10.99,0.01,0.01,0.4,0.1,2.344,0.0,1.626,0.015,0.002,0.529,0.469,0.011,0.003,52.0
1597,,10.66,41523.95,181.25,178952.29,268980.95,53.92,1453.33,74149.95,86234.36,77.45,111.94,4120.18,4.55,26.83,885.82,0.23,195.06,7.09,3.34,299.25,5.09,0.03,30.77,52.36,0.01,0.16,10.98,0.01,0.01,0.48,0.09,2.359,0.0,1.634,0.018,0.002,0.53,0.445,0.009,0.002,54.0
1598,,11.24,41149.64,168.16,156756.73,268554.8,17.95,1449.16,79996.97,81728.62,66.92,107.09,3385.45,5.34,22.79,911.7,0.13,195.14,5.15,2.32,299.83,5.29,0.03,28.26,54.81,0.0,0.17,10.91,0.01,0.01,0.42,0.1,2.475,0.0,1.504,0.016,0.002,0.528,0.463,0.01,0.003,53.0
1599,,13.0,42437.25,153.01,159974.72,256649.59,51.92,1726.29,84140.55,82175.47,50.07,121.32,3234.29,4.7,26.35,954.7,0.34,191.2,7.09,2.32,300.4,5.55,0.02,29.3,53.23,0.01,0.2,11.15,0.01,0.02,0.4,0.11,2.394,0.0,1.553,0.015,0.001,0.537,0.484,0.011,0.003,52.0
1600,,11.83,41315.61,163.34,162440.93,252435.15,48.92,1631.1,77316.68,90347.68,62.7,110.56,2716.3,5.82,23.27,903.01,0.25,202.01,6.29,1.88,300.98,5.37,0.03,29.62,52.12,0.01,0.19,12.2,0.01,0.01,0.34,0.1,2.345,0.0,1.57,0.013,0.002,0.588,0.468,0.011,0.003,55.0
1601,,9.1,41116.2,172.29,164122.47,270232.83,38.93,1552.42,89505.23,90129.98,73.24,108.47,2975.24,4.23,28.61,856.83,0.15,187.77,7.09,2.37,301.55,5.15,0.03,28.79,53.67,0.01,0.17,11.71,0.01,0.01,0.36,0.09,2.423,0.0,1.532,0.014,0.002,0.566,0.451,0.01,0.002,55.0
1602,,10.27,39671.94,163.34,161829.68,276035.58,25.94,1318.21,83409.2,86065.36,58.49,120.62,2845.76,7.24,27.48,900.17,0.27,192.14,5.82,2.23,302.13,4.96,0.03,28.39,54.83,0.01,0.15,11.18,0.01,0.01,0.34,0.1,2.482,0.0,1.514,0.013,0.002,0.542,0.435,0.009,0.003,55.0
1603,,9.29,39538.18,159.89,168674.37,250622.56,31.94,1417.24,94384.56,84633.15,69.02,104.66,2737.88,5.18,21.65,862.66,0.32,189.4,6.16,1.97,302.7,5.16,0.03,30.84,51.88,0.01,0.17,11.46,0.01,0.01,0.34,0.1,2.334,0.0,1.635,0.013,0.002,0.552,0.45,0.01,0.003,55.0
1604,,10.07,40465.58,168.85,164245.13,277831.87,38.93,1334.05,78291.25,83455.87,56.39,104.31,2586.87,4.86,22.46,892.2,0.18,181.95,6.09,2.15,303.28,5.04,0.03,28.67,54.9,0.01,0.15,10.79,0.01,0.01,0.31,0.1,2.482,0.0,1.528,0.012,0.002,0.523,0.442,0.009,0.003,54.0
1605,,9.49,41783.91,146.81,161945.03,251219.97,24.94,1512.83,77316.68,85750.27,45.85,113.68,2608.44,4.55,22.95,924.65,0.32,192.57,4.95,2.01,303.85,5.49,0.02,29.81,52.36,0.01,0.18,11.69,0.01,0.01,0.33,0.1,2.353,0.0,1.579,0.012,0.001,0.563,0.478,0.01,0.003,54.0
1606,,8.32,42350.07,148.88,160454.14,276755.31,56.91,1394.32,83409.2,91169.77,35.32,116.8,2241.86,7.09,22.79,878.22,0.25,207.24,6.76,2.72,304.43,5.26,0.02,27.92,54.52,0.01,0.15,11.75,0.01,0.01,0.27,0.09,2.462,0.0,1.486,0.01,0.001,0.569,0.461,0.009,0.002,55.0
1607,,12.41,38307.23,151.63,173148.43,280400.91,36.93,1480.91,80240.65,83819.65,79.56,125.83,3039.99,4.7,19.71,883.35,0.13,190.0,6.69,2.28,305.01,4.68,0.02,29.65,54.37,0.01,0.16,10.63,0.01,0.01,0.35,0.09,2.463,0.0,1.583,0.013,0.001,0.516,0.411,0.009,0.002,55.0
1608,,11.24,41427.51,174.36,157138.55,284391.07,35.93,1595.91,89261.32,82310.1,73.24,106.04,3536.64,5.66,23.92,896.45,0.37,188.37,6.02,2.15,305.58,5.15,0.03,27.38,56.1,0.01,0.18,10.62,0.01,0.01,0.42,0.1,2.54,0.0,1.461,0.016,0.002,0.515,0.452,0.01,0.003,53.0
1609,,10.46,40074.31,168.85,168806.46,279516.0,55.91,1511.56,81459.22,89525.59,75.34,125.14,4639.33,6.29,27.32,928.38,0.15,193.43,5.89,2.28,306.16,4.89,0.03,28.84,54.08,0.01,0.16,11.33,0.01,0.01,0.54,0.1,2.448,0.0,1.539,0.02,0.002,0.55,0.429,0.009,0.003,56.0
1610,,9.88,43273.46,177.12,161641.24,268993.19,28.94,1579.54,83165.44,88941.24,56.39,126.18,3018.41,5.97,23.43,835.66,0.25,187.43,5.08,1.92,306.73,5.45,0.03,28.52,53.73,0.01,0.18,11.62,0.01,0.02,0.36,0.09,2.42,0.0,1.514,0.014,0.002,0.561,0.476,0.01,0.002,54.0
1611,,11.63,37943.88,175.74,165413.03,277452.64,43.92,1437.82,89261.32,83885.53,69.02,123.4,2910.5,5.5,30.23,911.52,0.25,194.46,5.95,1.7,307.31,4.73,0.03,28.89,54.87,0.01,0.16,10.85,0.01,0.01,0.35,0.1,2.487,0.0,1.543,0.013,0.002,0.527,0.416,0.009,0.003,55.0
1612,,12.61,41060.08,172.29,158780.75,280288.78,45.92,1249.27,91700.64,83965.73,71.13,116.11,3126.34,6.29,24.41,847.3,0.27,191.8,6.36,1.92,307.88,5.13,0.03,27.79,55.54,0.01,0.14,10.88,0.01,0.01,0.37,0.09,2.513,0.0,1.482,0.014,0.002,0.528,0.45,0.008,0.002,54.0
1613,,12.41,38752.3,189.52,169367.95,264352.62,52.92,1966.01,87554.12,84953.96,64.81,122.71,3385.45,5.34,24.24,851.53,0.13,192.83,5.49,2.01,308.46,4.9,0.03,30.05,53.1,0.01,0.22,11.16,0.01,0.01,0.41,0.09,2.398,0.0,1.6,0.015,0.002,0.54,0.429,0.013,0.002,55.0
1614,,11.63,41730.04,183.32,159037.71,281624.25,56.91,1422.97,89261.32,81846.06,79.56,107.78,2953.66,5.34,27.16,988.39,0.2,196.0,7.09,1.92,309.03,5.2,0.03,27.8,55.73,0.01,0.16,10.59,0.01,0.01,0.35,0.11,2.521,0.0,1.482,0.013,0.002,0.513,0.456,0.009,0.003,52.0
1615,,9.49,37823.13,173.67,155112.97,283214.61,37.93,1294.86,87554.12,86406.22,66.92,108.82,3255.88,5.18,22.3,921.63,0.3,174.24,5.42,2.23,309.61,4.73,0.03,27.18,56.19,0.01,0.14,11.21,0.01,0.01,0.39,0.1,2.554,0.0,1.456,0.015,0.002,0.546,0.417,0.008,0.003,56.0
1616,,13.78,39871.56,170.22,158538.51,241716.59,34.93,1348.63,88529.63,91923.11,77.45,113.33,3666.27,6.93,25.38,905.67,0.25,183.92,6.69,1.92,310.19,5.34,0.03,29.75,51.35,0.01,0.16,12.77,0.01,0.01,0.47,0.1,2.31,0.0,1.577,0.018,0.002,0.615,0.466,0.009,0.003,56.0
1617,,9.88,37910.17,166.09,159288.72,251668.53,49.92,1248.13,89505.23,88571.73,75.34,131.04,3234.29,7.4,28.29,896.27,0.2,184.43,6.22,2.23,310.76,5.0,0.03,29.46,52.69,0.01,0.15,12.13,0.01,0.02,0.41,0.1,2.379,0.0,1.568,0.015,0.002,0.587,0.438,0.009,0.003,57.0
1618,,14.76,38899.21,164.71,168652.88,286427.93,41.93,1425.54,84384.34,86446.33,52.17,127.22,3342.25,5.5,24.57,954.88,0.3,176.64,7.76,1.97,311.34,4.71,0.02,28.64,55.08,0.01,0.15,10.87,0.01,0.01,0.39,0.1,2.498,0.0,1.531,0.015,0.001,0.528,0.414,0.009,0.003,56.0
1619,,12.61,36749.85,145.43,151711.13,254400.68,42.93,1350.1,97801.43,81049.75,69.02,127.91,4228.3,4.23,25.21,952.56,0.15,198.66,5.62,1.97,311.91,4.94,0.02,28.59,54.28,0.01,0.16,11.31,0.01,0.02,0.54,0.11,2.458,0.0,1.526,0.02,0.001,0.549,0.434,0.009,0.003,55.0
1620,,9.88,39472.73,175.74,151762.53,269162.4,33.93,1140.93,83652.98,80144.59,62.7,118.89,3320.66,4.39,23.43,874.15,0.27,177.83,5.42,2.28,312.49,5.14,0.03,27.7,55.62,0.01,0.13,10.83,0.01,0.01,0.41,0.1,2.518,0.0,1.478,0.016,0.002,0.525,0.451,0.008,0.003,53.0
1621,,10.46,35708.37,195.04,177424.98,262768.38,31.94,1408.6,81215.49,80789.09,66.92,130.69,3277.47,4.07,26.19,916.84,0.41,178.61,6.09,1.75,313.06,4.51,0.03,31.44,52.72,0.01,0.16,10.6,0.01,0.02,0.4,0.1,2.385,0.0,1.676,0.015,0.002,0.514,0.396,0.009,0.003,56.0
1622,,9.1,37330.59,164.71,164392.14,258305.19,42.93,1590.94,84628.13,90399.24,66.92,112.99,3039.99,4.23,24.89,826.32,0.23,196.52,7.36,2.1,313.64,4.8,0.03,29.65,52.76,0.01,0.18,12.08,0.01,0.01,0.37,0.09,2.385,0.0,1.58,0.014,0.002,0.585,0.421,0.01,0.002,58.0
1623,,9.1,38778.05,179.87,146910.31,280615.0,60.91,1525.7,97557.33,90152.9,69.02,122.01,3968.84,5.18,21.33,927.85,0.25,173.81,6.96,2.28,314.21,4.91,0.03,26.06,56.37,0.01,0.17,11.84,0.01,0.01,0.48,0.1,2.562,0.0,1.396,0.018,0.002,0.577,0.433,0.01,0.003,57.0
1624,,11.05,42486.01,178.49,169554.66,240136.42,31.94,1320.08,93896.52,86108.33,66.92,130.35,2953.66,6.61,25.7,851.53,0.23,184.86,5.62,1.92,314.79,5.62,0.03,31.44,50.42,0.01,0.16,11.83,0.01,0.02,0.37,0.1,2.258,0.0,1.659,0.014,0.002,0.568,0.488,0.009,0.003,53.0
1625,,10.07,39172.72,175.05,166793.33,284535.81,54.91,1226.12,109524.74,91229.92,58.49,113.68,2975.24,6.61,22.14,872.56,0.34,188.29,5.69,2.81,315.36,4.75,0.03,28.36,54.78,0.01,0.13,11.49,0.01,0.01,0.34,0.09,2.484,0.0,1.515,0.013,0.002,0.558,0.418,0.008,0.002,57.0
1626,,17.88,37982.91,178.49,166925.42,269814.88,52.92,1477.87,87066.39,89728.96,47.96,118.89,3709.48,4.07,26.83,881.05,0.3,180.92,5.89,1.88,315.94,4.75,0.03,29.27,53.57,0.01,0.17,11.65,0.01,0.01,0.44,0.09,2.425,0.0,1.562,0.017,0.002,0.565,0.417,0.01,0.002,57.0
1627,,10.46,37544.37,148.19,160007.65,266338.53,30.94,1541.25,82434.17,87065.04,69.02,120.62,3018.41,4.55,25.05,920.57,0.23,179.63,5.42,1.84,316.52,4.81,0.02,28.74,54.17,0.01,0.18,11.58,0.01,0.01,0.37,0.1,2.453,0.0,1.534,0.014,0.001,0.562,0.422,0.01,0.003,57.0
1628,,11.63,37869.85,159.2,171764.56,271392.98,34.93,1075.09,96580.99,82100.99,45.85,112.29,3255.88,4.86,27.64,950.43,0.13,166.79,5.95,2.41,317.09,4.73,0.02,30.1,53.85,0.01,0.12,10.65,0.01,0.01,0.39,0.1,2.437,0.0,1.605,0.015,0.001,0.516,0.415,0.007,0.003,55.0
